250	12.0020149862
252	11.7856446244
254	11.5723755995
256	11.3621782653
258	11.1550231165
260	10.9508807882
262	10.7497220559
264	10.5515178358
266	10.3562391848
268	10.1638573
270	9.9743435193
272	9.787669321
274	9.6038063241
276	9.422726288
278	9.2444011128
280	9.0688028389
282	8.8959036475
284	8.7256758602
286	8.5580919393
288	8.3931244873
290	8.2307462477
292	8.0709301043
294	7.9136490813
296	7.7588763438
298	7.6065851972
300	7.4567490875
302	7.3093416013
304	7.1643364657
306	7.0217075483
308	6.8814288572
310	6.7434745414
312	6.60781889
314	6.4744363328
316	6.3433014403
318	6.2143889234
320	6.0876736335
322	5.9631305626
324	5.8407348434
326	5.7204617489
328	5.6022866928
330	5.4861852293
332	5.372133053
334	5.2601059994
336	5.1500800443
338	5.0420313039
340	4.9359360354
342	4.831770636
344	4.7295116439
346	4.6291357377
348	4.5306197363
350	4.4339405996
352	4.3390754276
354	4.2460014612
356	4.1546960817
358	4.0651368108
360	3.977301311
362	3.8911673852
364	3.8067129769
365	3.7653145735
366	3.72391617
368	3.6427551893
370	3.5632083998
372	3.4852543071
374	3.4088715575
376	3.3340389377
378	3.2607353751
380	3.1889399374
382	3.1186318331
384	3.0497904111
386	2.9823951609
388	2.9164257125
390	2.8518618365
392	2.788683444
394	2.7268705867
396	2.6664034568
398	2.6072623871
400	2.549427851
402	2.492880462
404	2.437600975
406	2.383570284
408	2.330769426
410	2.279179575
412	2.22878205
414	2.179558306
416	2.131489942
418	2.084558696
420	2.038746447
422	1.994035213
424	1.950407155
426	1.907844573
428	1.866329908
430	1.825845742
432	1.786374796
434	1.747899934
436	1.710404158
438	1.673870611
440	1.63828258
442	1.603623487
444	1.569876898
446	1.53702652
448	1.505056198
450	1.468926278
452	1.438798578
454	1.409288798
456	1.380384265
458	1.352072563
460	1.324341535
462	1.300169578
464	1.276438809
466	1.253141175
468	1.230268771
470	1.207813835
472	1.186861385
474	1.166272405
476	1.146040591
478	1.126159747
480	1.106623784
482	1.089933497
484	1.073494936
486	1.057304304
488	1.041357862
490	1.025651926
492	1.010648184
494	0.995863924
496	0.981295935
498	0.966941055
500	0.952796164
502	0.935405674
504	0.918332596
506	0.901571138
508	0.88511561
510	0.868960429
512	0.853493072
514	0.83830103
516	0.823379405
518	0.808723383
520	0.794328235
522	0.78704579
524	0.779830111
526	0.772680585
528	0.765596607
530	0.758577575
532	0.754049749
534	0.74954895
536	0.745075015
538	0.740627784
540	0.736207097
542	0.733162089
544	0.730129675
546	0.727109803
548	0.724102422
550	0.721107479
552	0.71285303
554	0.704693069
556	0.696626514
558	0.688652296
560	0.680769359
562	0.67390705
564	0.667113916
566	0.660389257
568	0.653732385
570	0.647142616
572	0.647142616
574	0.647142616
576	0.647142616
578	0.647142616
580	0.647142616
582	0.649830363
584	0.652529274
586	0.655239394
588	0.65796077
590	0.660693448
592	0.666806769
594	0.672976656
596	0.653130553
598	0.633869711
600	0.615176873
602	0.599791076
604	0.607435263
606	0.615176873
608	0.623017147
610	0.630957344
612	0.630957344
614	0.630957344
616	0.630957344
618	0.630957344
620	0.630957344
622	0.631538745
624	0.632120682
626	0.632703155
628	0.633286164
630	0.633869711
632	0.633869711
634	0.633869711
636	0.633869711
638	0.633869711
640	0.633869711
642	0.626325365
644	0.618870811
646	0.611504983
648	0.604226822
650	0.597035287
652	0.595936519
654	0.594839774
656	0.593745047
658	0.592652335
660	0.591561634
662	0.588572545
664	0.58559856
666	0.582639602
668	0.579695595
670	0.576766463
672	0.573059874
674	0.569377105
676	0.565718003
678	0.562082417
680	0.558470195
682	0.558470195
684	0.558470195
686	0.558470195
688	0.558470195
690	0.558470195
692	0.5564165
694	0.554370357
696	0.552331739
698	0.550300617
700	0.548276965
702	0.547520015
704	0.546764111
706	0.54600925
708	0.545255431
710	0.544502653
712	0.541003407
714	0.537526649
716	0.534072234
718	0.530640019
720	0.527229861
722	0.524082913
724	0.520954747
726	0.517845254
728	0.51475432
730	0.511681836
732	0.509800198
734	0.50792548
736	0.506057657
738	0.504196701
740	0.50234259
742	0.500725836
744	0.499114285
746	0.497507921
748	0.495906728
750	0.494310687
752	0.492039536
754	0.489778819
756	0.48752849
758	0.4852885
760	0.483058802
762	0.483058802
764	0.483058802
766	0.483058802
768	0.483058802
770	0.483058802
772	0.484172368
774	0.4852885
776	0.486407206
778	0.48752849
780	0.488652359
782	0.484172368
784	0.479733449
786	0.475335226
788	0.470977326
790	0.46665938
792	0.463233544
794	0.459832857
796	0.456457135
798	0.453106195
800	0.449779855
